article_number,sequence,title,url,doi,start_page,end_page,authors,author_urls
11409139,15.6,15.6 A 36GB 3.3TB/S HBM4 DRAM with Per-Channel TSV RDQS Auto Calibration and Fully-Programmable MBIST,https://ieeexplore.ieee.org/document/11409139/,10.1109/ISSCC49663.2026.11409139,264,266,Sunghwan Joo; Jinyeon Kim; Yongsun Lee; Ji-Young Kim; Youngsik Lee; Yong-Min Kim; ChiSung Oh; Kyu-Ha Shim; Haesuk Lee; Young-Yong Byun; ChangHyun Bae; Joohwan Kim; Je-Min Ryu; Shin-haeng Kang; Jaehoon Lee; Young-Uk Chang; JaeKyung Lee; JongTae Hwang; Daehwan Seo; Ki-Heon Na; Young Guen Song; Daihyun Lim; Kyung-Soo Ha; Young-Soo Sohn; Sang-Joon Hwang,https://ieeexplore.ieee.org/author/37086361946; https://ieeexplore.ieee.org/author/37089163831; https://ieeexplore.ieee.org/author/37085474853; https://ieeexplore.ieee.org/author/37293472800; https://ieeexplore.ieee.org/author/932791164225130; https://ieeexplore.ieee.org/author/721580055995674; https://ieeexplore.ieee.org/author/380562809128761; https://ieeexplore.ieee.org/author/307568906958288; https://ieeexplore.ieee.org/author/37088801041; https://ieeexplore.ieee.org/author/37088366963; https://ieeexplore.ieee.org/author/382907324359836; https://ieeexplore.ieee.org/author/37089382193; https://ieeexplore.ieee.org/author/37089459999; https://ieeexplore.ieee.org/author/37088803044; https://ieeexplore.ieee.org/author/38490171100; https://ieeexplore.ieee.org/author/37089000573; https://ieeexplore.ieee.org/author/37086765404; https://ieeexplore.ieee.org/author/902409793754622; https://ieeexplore.ieee.org/author/912475087284794; https://ieeexplore.ieee.org/author/323154676626491; https://ieeexplore.ieee.org/author/906809368697970; https://ieeexplore.ieee.org/author/37273969600; https://ieeexplore.ieee.org/author/37087186490; https://ieeexplore.ieee.org/author/37325485000; https://ieeexplore.ieee.org/author/38184197900
11409121,,"A 1cnm 14.4Gb/s/pin 16Gb LPDDR6 SDRAM with Efficiency Mode, LDO-Based WCK Tree, Dynamic Write NT-ODT, Fast CS Control and System Meta Mode",https://ieeexplore.ieee.org/document/11409121/,10.1109/ISSCC49663.2026.11409121,266,268,Jungtaek You; Mino Kim; Daehan Kwon; Sangsic Yoon; Joonhong Park; Hyungrok Do; Jeongje Park; Yooseok Jung; Seongseop Lee; Kyuyoung Kim; Hyeongsoo Jeong; Jaeyeol Kang; Hanbyeol Kwon; Minwook Oh; Jieun Kim; Jinseok Oh; Gi-Moon Hong; Dongyoon Ka; Seungho Lee; Heewoong Song; Minchang Kim; Daeho Yun; Sooncheol Kwon; Dongbeom Lee; Taekyun Shin; Jongmyeong Lee; Jungmin Yoon; Kyeongpil Kang; Sanghyuk Heo; Dongkyun Kim; Jieun Jang; Hyungsoo Kim,https://ieeexplore.ieee.org/author/37086048364; https://ieeexplore.ieee.org/author/37085634063; https://ieeexplore.ieee.org/author/37087930186; https://ieeexplore.ieee.org/author/37088742341; https://ieeexplore.ieee.org/author/37088732231; https://ieeexplore.ieee.org/author/37086461148; https://ieeexplore.ieee.org/author/37089336425; https://ieeexplore.ieee.org/author/344283872790153; https://ieeexplore.ieee.org/author/37089337058; https://ieeexplore.ieee.org/author/37086160704; https://ieeexplore.ieee.org/author/333382691887330; https://ieeexplore.ieee.org/author/37611807800; https://ieeexplore.ieee.org/author/37089163044; https://ieeexplore.ieee.org/author/584837135226587; https://ieeexplore.ieee.org/author/659192638969034; https://ieeexplore.ieee.org/author/37088899452; https://ieeexplore.ieee.org/author/37588336800; https://ieeexplore.ieee.org/author/37085746356; https://ieeexplore.ieee.org/author/37088305706; https://ieeexplore.ieee.org/author/683418836266289; https://ieeexplore.ieee.org/author/37086387000; https://ieeexplore.ieee.org/author/37089162364; https://ieeexplore.ieee.org/author/820253294935653; https://ieeexplore.ieee.org/author/437415098311269; https://ieeexplore.ieee.org/author/333466292252757; https://ieeexplore.ieee.org/author/37089615454; https://ieeexplore.ieee.org/author/37089772005; https://ieeexplore.ieee.org/author/37085751173; https://ieeexplore.ieee.org/author/37089770995; https://ieeexplore.ieee.org/author/37085500994; https://ieeexplore.ieee.org/author/37089214598; https://ieeexplore.ieee.org/author/37085351441
11409018,,A 16Gb 12.8Gb/s LPDDR6 SDRAM with 12-DQ/Sub-Channel Wide NRZ Signaling and Enhanced Reliability by Per-Row Activation Counting and Meta-Data Scheme,https://ieeexplore.ieee.org/document/11409018/,10.1109/ISSCC49663.2026.11409018,268,270,Kiheung Kim; Hong-Joo Song; Youngdo Um; Jinhun Jang; Seungjun Lee; Hoseok Seol; Hye-Jung Kwon; Ji-Hwan Seol; Hoon Shin; Jaehyung Lee; JongMoon Choi; Sung-Woo Yoon; Sang Yun Kim; Dongkeon Lee; Minsoo Jang; Daehyun Kwon; Sangyong Lee; Jinguk Kim; Jonghyuk Kim; In Jung; Taeha Song; Chang Won Kim; Seung Ho Baek; Jinyong Choi; Young-Hun Seo; Won Ho Choi; Changsik Yoo; SangJoon Hwang,https://ieeexplore.ieee.org/author/405502788406093; https://ieeexplore.ieee.org/author/37088725987; https://ieeexplore.ieee.org/author/37089384103; https://ieeexplore.ieee.org/author/953682550381314; https://ieeexplore.ieee.org/author/476145954010656; https://ieeexplore.ieee.org/author/38067364800; https://ieeexplore.ieee.org/author/37671475700; https://ieeexplore.ieee.org/author/37089039395; https://ieeexplore.ieee.org/author/37088487178; https://ieeexplore.ieee.org/author/37089183658; https://ieeexplore.ieee.org/author/37088389771; https://ieeexplore.ieee.org/author/37087893948; https://ieeexplore.ieee.org/author/159166112428986; https://ieeexplore.ieee.org/author/37423222600; https://ieeexplore.ieee.org/author/37087145163; https://ieeexplore.ieee.org/author/37087315256; https://ieeexplore.ieee.org/author/38490538300; https://ieeexplore.ieee.org/author/963701052923613; https://ieeexplore.ieee.org/author/37293478700; https://ieeexplore.ieee.org/author/378768716028023; https://ieeexplore.ieee.org/author/298991046476519; https://ieeexplore.ieee.org/author/629378999858151; https://ieeexplore.ieee.org/author/37087111271; https://ieeexplore.ieee.org/author/37088069114; https://ieeexplore.ieee.org/author/37086713525; https://ieeexplore.ieee.org/author/180948972318864; https://ieeexplore.ieee.org/author/37087281103; https://ieeexplore.ieee.org/author/899535046029042
11409122,15.9,"15.9 A 48Gb/s 24Gb GDDR7 DRAM for Mid-Range Inference AI with Symmetric 2CH-Mode Operation, Clock-Path Optimization, and RAS Features",https://ieeexplore.ieee.org/document/11409122/,10.1109/ISSCC49663.2026.11409122,270,272,Hyunsu Park; Sungkwon Lee; Kyunghoon Kim; Jinyoup Cha; Hyeongjun Ko; Jaehyeok Yang; Seongjin Kim; Youngtaek Kim; Minsoo Park; Gangsik Lee; Keonho Lee; Sanghoon Lee; Jiseok Lee; Gyunam Jeon; Sera Jeong; Yongsuk Joo; Jaehoon Cha; Seonwoo Hwang; Seulgi Kim; Eunji Song; Junghwan Ji; Byungjun Kang; Boram Kim; Sangyeon Byeon; Hankyu Chi; Hyungsoo Kim; Jonghwan Kim,https://ieeexplore.ieee.org/author/37086567029; https://ieeexplore.ieee.org/author/37935563600; https://ieeexplore.ieee.org/author/37087350541; https://ieeexplore.ieee.org/author/494758148613453; https://ieeexplore.ieee.org/author/465306670393627; https://ieeexplore.ieee.org/author/37088801594; https://ieeexplore.ieee.org/author/37088288214; https://ieeexplore.ieee.org/author/37088605027; https://ieeexplore.ieee.org/author/37089431118; https://ieeexplore.ieee.org/author/38091272900; https://ieeexplore.ieee.org/author/37089658998; https://ieeexplore.ieee.org/author/37089068050; https://ieeexplore.ieee.org/author/37087100390; https://ieeexplore.ieee.org/author/37085757059; https://ieeexplore.ieee.org/author/37088799432; https://ieeexplore.ieee.org/author/37288371100; https://ieeexplore.ieee.org/author/37089813875; https://ieeexplore.ieee.org/author/465381872838018; https://ieeexplore.ieee.org/author/37088621952; https://ieeexplore.ieee.org/author/37089496810; https://ieeexplore.ieee.org/author/37978297700; https://ieeexplore.ieee.org/author/37075628300; https://ieeexplore.ieee.org/author/38183291300; https://ieeexplore.ieee.org/author/870560997231915; https://ieeexplore.ieee.org/author/37088051146; https://ieeexplore.ieee.org/author/37085351441; https://ieeexplore.ieee.org/author/37086162705
11409152,15.10,15.10 A Vertical-Cell-Transistor-Based 4F2 DRAM with Cell-on-Peripheral Architecture Using Wafer-to-Wafer Hybrid Copper Bonding,https://ieeexplore.ieee.org/document/11409152/,10.1109/ISSCC49663.2026.11409152,272,274,Hyunchul Yoon; Youngseok Park; Tae Jin Park; Suk Lae Kim; Seungjae Jung; Daesun Kim; Kyunghwan Kim; Yongjun Kim; KyuChang Kang; Bokyeon Won; Sang-Hoon Jung; Seunghan Woo; Donggeon Kim; Jonghyuk Kim; In Jung; Junsoo Kim; Jae-Joon Song; InCheol Nam; Young-Hun Seo; Sungsoo Yim; Jemin Park; Changsik Yoo; SangJoon Hwang,https://ieeexplore.ieee.org/author/37086040003; https://ieeexplore.ieee.org/author/37086601715; https://ieeexplore.ieee.org/author/541695665076077; https://ieeexplore.ieee.org/author/802931058167708; https://ieeexplore.ieee.org/author/37089451802; https://ieeexplore.ieee.org/author/38547646600; https://ieeexplore.ieee.org/author/37089208957; https://ieeexplore.ieee.org/author/37616479600; https://ieeexplore.ieee.org/author/37088725718; https://ieeexplore.ieee.org/author/37087507407; https://ieeexplore.ieee.org/author/37674384100; https://ieeexplore.ieee.org/author/776886991578337; https://ieeexplore.ieee.org/author/995633928429446; https://ieeexplore.ieee.org/author/37293478700; https://ieeexplore.ieee.org/author/378768716028023; https://ieeexplore.ieee.org/author/37088547697; https://ieeexplore.ieee.org/author/37088725994; https://ieeexplore.ieee.org/author/38134383900; https://ieeexplore.ieee.org/author/37086713525; https://ieeexplore.ieee.org/author/262124841628702; https://ieeexplore.ieee.org/author/37088117359; https://ieeexplore.ieee.org/author/37087281103; https://ieeexplore.ieee.org/author/899535046029042
11409251,,"Session 16 Overview: Energy Harvesting, Piezo and Chargers",https://ieeexplore.ieee.org/document/11409251/,10.1109/ISSCC49663.2026.11409251,274,275,,
11409208,16.1,16.1 PV Energy-Harvesting Interface Using Reconfigurable Self-Clamp CSCR Converter Achieving 3.83× High-Efficiency VCR Ratio and Open-Voltage-Sense-Free MPPT,https://ieeexplore.ieee.org/document/11409208/,10.1109/ISSCC49663.2026.11409208,276,278,Ziyang Zhong; Rui P. Martins; Mo Huang,https://ieeexplore.ieee.org/author/889237563262406; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37085403611
11409246,16.2,16.2 A Bias-Flip-Based Piezoelectric Energy Harvesting Interface with a Digital Track-and-Lock MPPT Achieving Sampling-Free Operation and 99.8% MPPT Efficiency,https://ieeexplore.ieee.org/document/11409246/,10.1109/ISSCC49663.2026.11409246,278,280,Rui Zhang; Chuhui Wang; Zhongxin Ye; Ka Nang Leung; Jianping Guo,https://ieeexplore.ieee.org/author/221979596111555; https://ieeexplore.ieee.org/author/37088901185; https://ieeexplore.ieee.org/author/291210400408570; https://ieeexplore.ieee.org/author/37269821400; https://ieeexplore.ieee.org/author/37085368471
11409317,,A Fully Integrated Piezoelectric Energy-Harvesting Interface with Single-Stage Bias-Flip and MPPT Achieving $\mathbf{5. 6 3} \boldsymbol{\times}$ Maximum Output Power Improving Rate,https://ieeexplore.ieee.org/document/11409317/,10.1109/ISSCC49663.2026.11409317,280,282,Xiaonan Wu; Jinyi Yuan; Minghao Shang; Baochuang Wang; Sijun Du; Lin Cheng,https://ieeexplore.ieee.org/author/37089258399; https://ieeexplore.ieee.org/author/37089337316; https://ieeexplore.ieee.org/author/37086081040; https://ieeexplore.ieee.org/author/37089834445; https://ieeexplore.ieee.org/author/37089613870; https://ieeexplore.ieee.org/author/37899786800
11408962,16.4,16.4 A One-Stage Bidirectional Rectifier with Pre-Charge-Based MPPT for Triboelectric Energy Harvesting with 93% MPPT Efficiency and 8.86× Power Enhancement,https://ieeexplore.ieee.org/document/11408962/,10.1109/ISSCC49663.2026.11408962,282,284,Wenyu Peng; Jida Peng; Willem Van Driel; Guoqi Zhang; Sijun Du,https://ieeexplore.ieee.org/author/37089886420; https://ieeexplore.ieee.org/author/37088600981; https://ieeexplore.ieee.org/author/37089809886; https://ieeexplore.ieee.org/author/37089504049; https://ieeexplore.ieee.org/author/37089613870
11408952,,A Single-Inductor Multi-Channel Thermoelectric Energy Harvesting Interface Realizing Uneven Temperature MPPT with 39.6% Efficiency Enhancement and 62mV Tapped-Inductor-Oscillator-Based Start-Up,https://ieeexplore.ieee.org/document/11408952/,10.1109/ISSCC49663.2026.11408952,284,286,Yunzhe Yang; Sijun Du,https://ieeexplore.ieee.org/author/37090054526; https://ieeexplore.ieee.org/author/37089613870
11409337,16.6,16.6 A Parameter-Free Runtime-Energy-Loss Optimizer Achieving 2.15% Error in Energy-Recycling Duty-Cycled Systems,https://ieeexplore.ieee.org/document/11409337/,10.1109/ISSCC49663.2026.11409337,286,288,Jianxin Yang; Rui P. Martins; Mo Huang,https://ieeexplore.ieee.org/author/643883216252495; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37085403611
11409265,,A 90.7%-Efficiency Piezoelectric Resonator-Based Sigma Converter with 6-Phase 2-DoF on-Chip Regulation and Zero-Standby Sigma Mode for Transient and Output Power Enhancement,https://ieeexplore.ieee.org/document/11409265/,10.1109/ISSCC49663.2026.11409265,288,290,Shunmin Jiang; Tiansu Wang; Patrick Mercier; Sijun Du,https://ieeexplore.ieee.org/author/980212453346558; https://ieeexplore.ieee.org/author/546862300310124; https://ieeexplore.ieee.org/author/38272051400; https://ieeexplore.ieee.org/author/37089613870
11409124,16.8,16.8 A Battery Charger Based On Mesh-Connection 2×CF Continuously-Scalable-Conversion-Ratio Converter Achieving $\mathbf{3. 2 W} / \mathbf{m m}^{\mathbf{3}}$ Power Density,https://ieeexplore.ieee.org/document/11409124/,10.1109/ISSCC49663.2026.11409124,290,292,Yuanfei Wang; Zhiyuan Zhang; Yihan Zhang; Rui P. Martins; Mo Huang,https://ieeexplore.ieee.org/author/37086051719; https://ieeexplore.ieee.org/author/245438606617647; https://ieeexplore.ieee.org/author/37088803872; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37089950121
11409319,16.9,16.9 A 96.6% Single-Mode Hybrid Dual-Path Buck-Boost Converter with Conduction Loss Reduction through Conversion-Ratio-Based Adaptive 3-Phase Control,https://ieeexplore.ieee.org/document/11409319/,10.1109/ISSCC49663.2026.11409319,292,294,Minsu Kim; Yunho Lee; Hyunjun Park; Hongseok Kim; Woojoong Jung; Minwoo Kim; Junhyun Bae; Hyoung-Seok Oh; Hwayeal Yu; Hyung-Min Lee,https://ieeexplore.ieee.org/author/37086170401; https://ieeexplore.ieee.org/author/37089933984; https://ieeexplore.ieee.org/author/37089383852; https://ieeexplore.ieee.org/author/37085770476; https://ieeexplore.ieee.org/author/37088497771; https://ieeexplore.ieee.org/author/569393578540570; https://ieeexplore.ieee.org/author/334104544471724; https://ieeexplore.ieee.org/author/37087572064; https://ieeexplore.ieee.org/author/37087166259; https://ieeexplore.ieee.org/author/37599319500
11409288,,Fully Integrated Mm-Scale 5G RF MIMO Harvester with −40dBm Sensitivity and Spatial MPPT via Hybrid Transformer-Based Combining/Shifting,https://ieeexplore.ieee.org/document/11409288/,10.1109/ISSCC49663.2026.11409288,294,296,Andrea Ballo; Ruiyuan Yang; Karim Ali; Massimo Bruno Alioto,https://ieeexplore.ieee.org/author/37085393684; https://ieeexplore.ieee.org/author/37090033252; https://ieeexplore.ieee.org/author/37086035716; https://ieeexplore.ieee.org/author/608932861203104
11408996,,Session 17 Overview: Highlighted Chip Releases for AI,https://ieeexplore.ieee.org/document/11408996/,10.1109/ISSCC49663.2026.11408996,296,297,,
11409351,17.1,17.1 NVIDIA GB10: SoC Built for AI Acceleration,https://ieeexplore.ieee.org/document/11409351/,10.1109/ISSCC49663.2026.11409351,298,300,A. Skende; G. Rosseel; N. Pinckney,https://ieeexplore.ieee.org/author/514274004932696; https://ieeexplore.ieee.org/author/37088304400; https://ieeexplore.ieee.org/author/342964927145479
11409013,17.2,17.2 the STM32N6 Microcontroller: Enabling Intelligent Edge AI for IoT and Beyond,https://ieeexplore.ieee.org/document/11409013/,10.1109/ISSCC49663.2026.11409013,300,302,G. Desoli; J-F. Agaësse; N. Chawla; E. Hilkens; T. Boesch; V. Taufour; M. Ayodhyawasi; P. Ravenhill; S. Pal-Singh; M. Soulie,https://ieeexplore.ieee.org/author/408615287636120; https://ieeexplore.ieee.org/author/190179708550833; https://ieeexplore.ieee.org/author/806844525597346; https://ieeexplore.ieee.org/author/37443219000; https://ieeexplore.ieee.org/author/117743681734035; https://ieeexplore.ieee.org/author/392248090064844; https://ieeexplore.ieee.org/author/273569142453777; https://ieeexplore.ieee.org/author/416148930117838; https://ieeexplore.ieee.org/author/419095547451323; https://ieeexplore.ieee.org/author/109266531508193
11409083,17.3,17.3 ARIES and REGULUS: A Unified and Scalable hardware–software co-designed NPU SoC Family for On-Device and On-Premises Multimodal Inference,https://ieeexplore.ieee.org/document/11409083/,10.1109/ISSCC49663.2026.11409083,302,304,D. Shin; H. Yang; S. Jeon; J. Park; S. Han; J. Park; J. Lee; J. Kim; H. Kim; Y. Oh; M. Kim; C. Jung; W. Kim; S. Kim; H. Jeong; G. Kim; K. Lee; G. Song; Y. Min; C. Song; A. Kanybek; Y. Jung; J. Song; S. Cho; H. Na; J. Park; D. Si; B. Lee; B. Park; H. Jeon,https://ieeexplore.ieee.org/author/457838774229413; https://ieeexplore.ieee.org/author/561799184834416; https://ieeexplore.ieee.org/author/332040997235578; https://ieeexplore.ieee.org/author/967914602047293; https://ieeexplore.ieee.org/author/856879766462145; https://ieeexplore.ieee.org/author/967914602047293; https://ieeexplore.ieee.org/author/358988807879569; https://ieeexplore.ieee.org/author/690384286286351; https://ieeexplore.ieee.org/author/409497988741621; https://ieeexplore.ieee.org/author/985694234646014; https://ieeexplore.ieee.org/author/620686942099100; https://ieeexplore.ieee.org/author/798111467896787; https://ieeexplore.ieee.org/author/800488812874071; https://ieeexplore.ieee.org/author/848910847407948; https://ieeexplore.ieee.org/author/150208292469889; https://ieeexplore.ieee.org/author/619284349671399; https://ieeexplore.ieee.org/author/361350582089560; https://ieeexplore.ieee.org/author/510329234027933; https://ieeexplore.ieee.org/author/967798618537950; https://ieeexplore.ieee.org/author/703325101325680; https://ieeexplore.ieee.org/author/690505276090826; https://ieeexplore.ieee.org/author/551315903635399; https://ieeexplore.ieee.org/author/715113513497204; https://ieeexplore.ieee.org/author/888631292788601; https://ieeexplore.ieee.org/author/121763914895304; https://ieeexplore.ieee.org/author/967914602047293; https://ieeexplore.ieee.org/author/708615162608801; https://ieeexplore.ieee.org/author/416168140306739; https://ieeexplore.ieee.org/author/238545734453281; https://ieeexplore.ieee.org/author/327150171626120
